Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
69,178726,52838,672,Salaried,28,3,Single,33.19178348705904,0
37,36515,8231,460,Salaried,4,4,Single,100.0,1
49,81799,33293,648,Salaried,12,2,Single,52.75446737884932,0
67,160020,108586,704,Self-Employed,31,1,Married,41.898621266704794,0
31,79598,23049,640,Salaried,8,0,Single,55.91613638938068,1
19,14333,2085,465,Student,0,2,Single,100.0,1
45,35969,36078,473,Salaried,2,4,Divorced,100.0,1
24,10139,8899,470,Student,0,4,Married,100.0,1
69,178864,80873,808,Self-Employed,24,1,Single,9.118498996836971,0
41,93088,34515,713,Salaried,12,1,Married,41.62990584012596,0
32,59903,20272,496,Salaried,10,4,Divorced,81.5671109928452,1
39,87202,35284,580,Self-Employed,11,2,Single,94.8513303155465,1
47,66828,36007,621,Self-Employed,3,2,Single,61.562197890989495,1
21,12921,10950,422,Self-Employed,1,2,Married,100.0,1
30,49530,41161,601,Salaried,9,0,Married,55.05438047131531,1
40,39389,16156,646,Salaried,2,0,Married,72.21832690860994,1
25,3375,3115,472,Unemployed,0,2,Single,100.0,1
35,40411,37296,444,Salaried,8,4,Single,100.0,1
29,27364,7202,505,Salaried,0,1,Married,84.25314421162116,1
48,73585,26981,529,Salaried,17,3,Single,77.25462094292985,1
31,79714,53718,618,Self-Employed,8,1,Married,80.61385718506453,1
51,145084,138225,653,Self-Employed,20,1,Married,73.42645303628828,1
35,37315,2000,622,Salaried,3,3,Single,44.44630811579324,0
51,144131,134571,605,Salaried,24,2,Divorced,47.62992090933544,0
28,69650,26244,667,Salaried,8,1,Married,32.24400309766394,0
58,155682,79408,604,Salaried,33,3,Married,66.07526654226562,1
29,34802,15498,630,Salaried,2,4,Single,71.99436419322906,1
66,384,8289,522,Unemployed,27,4,Single,100.0,1
32,37160,31311,423,Salaried,2,4,Married,100.0,1
48,121936,49023,702,Salaried,15,2,Single,40.71360856350521,0
22,14495,1167,528,Student,0,1,Divorced,84.0914501078419,1
46,97726,20474,697,Salaried,12,1,Single,32.38552549489924,0
43,61857,44709,654,Salaried,2,0,Married,61.753801736642664,1
35,79376,22307,537,Salaried,9,4,Single,76.5236482529292,1
49,120966,46949,637,Salaried,21,2,Married,36.56983441922485,0
25,12083,4789,450,Student,0,3,Single,100.0,1
55,58052,16039,600,Salaried,5,2,Married,51.94675968361624,0
34,49993,33772,550,Salaried,1,1,Single,97.94099783063287,1
40,27847,18573,508,Self-Employed,5,4,Divorced,100.0,1
23,5203,9751,579,Student,0,0,Single,100.0,1
67,96387,7121,708,Salaried,12,2,Divorced,12.478208740921161,0
25,22091,16650,670,Salaried,5,0,Married,36.869991002008746,0
58,3234,4002,556,Unemployed,12,1,Single,100.0,1
23,12504,7313,469,Salaried,2,3,Married,100.0,1
22,81175,58731,582,Self-Employed,0,2,Single,100.0,1
61,172457,47686,715,Self-Employed,32,1,Divorced,38.61772823963244,0
46,127802,120473,657,Self-Employed,24,4,Married,90.49318847673061,1
45,59588,30335,645,Salaried,2,2,Single,64.97950769749322,1
28,26020,9595,621,Salaried,1,0,Single,53.21026836477373,0
18,12000,5691,605,Self-Employed,0,2,Single,81.5331220074931,1
60,144460,25891,681,Salaried,25,1,Divorced,8.15042354690006,0
36,69525,37547,651,Salaried,7,1,Single,65.48906919020583,1
26,57966,46534,604,Salaried,1,0,Married,73.95631345173207,1
44,38429,30263,595,Salaried,3,1,Married,69.26820595592108,1
51,3093,2979,428,Unemployed,17,2,Divorced,100.0,1
61,159674,7261,744,Salaried,27,0,Single,0.0,0
21,1875,5756,506,Unemployed,0,1,Married,100.0,1
53,149255,126250,690,Salaried,27,1,Married,39.09148270591952,0
35,99799,83845,635,Salaried,8,2,Married,75.57381188582313,1
32,70774,44476,663,Salaried,9,1,Single,39.74604998426369,0
68,77223,52485,650,Self-Employed,1,2,Single,78.32178929070241,1
30,62691,45373,562,Self-Employed,9,4,Single,100.0,1
36,28882,19337,591,Salaried,1,2,Married,96.28730965946741,1
23,11000,5426,547,Student,0,3,Single,100.0,1
23,49627,24022,616,Salaried,0,1,Married,76.79414277000176,1
65,124487,129530,707,Self-Employed,20,4,Single,57.09251487317704,1
29,234,1288,548,Unemployed,4,0,Divorced,100.0,1
21,4204,3600,449,Student,0,3,Divorced,100.0,1
54,2374,2725,632,Unemployed,22,0,Married,88.72007258008539,1
34,38148,37842,580,Salaried,0,3,Single,100.0,1
40,44857,26706,561,Salaried,1,4,Single,100.0,1
43,90752,61535,502,Salaried,15,4,Single,98.39172254014967,1
46,132096,93271,668,Salaried,26,4,Single,59.73225480952821,1
50,158747,43673,693,Self-Employed,21,3,Married,54.41747062933149,0
44,29620,24473,600,Salaried,1,2,Married,96.47372891836531,1
42,113361,61870,555,Self-Employed,15,0,Divorced,92.22720797658387,1
27,53623,7444,560,Salaried,3,2,Single,55.86511833808023,1
64,147167,90498,773,Salaried,25,2,Married,24.708241974163627,0
40,122426,123137,682,Self-Employed,15,1,Married,73.70913827103831,1
38,60714,40787,591,Salaried,5,0,Married,71.96578767118386,1
38,118428,139421,580,Self-Employed,12,3,Single,100.0,1
60,112766,23939,667,Salaried,22,1,Married,11.823218952521101,0
30,62380,13528,661,Self-Employed,9,1,Married,32.01032882318488,0
54,77222,48535,512,Salaried,7,4,Married,100.0,1
50,28016,12861,617,Salaried,5,3,Divorced,73.2493705276658,1
41,35251,31761,621,Self-Employed,4,2,Single,93.72355607220722,1
21,10080,6729,621,Student,0,2,Single,95.14167129830322,1
28,47860,36193,597,Salaried,5,2,Married,93.79488029313335,1
34,66982,7327,488,Salaried,5,4,Married,100.0,1
21,18712,6214,543,Salaried,1,2,Single,77.74845878825334,1
64,165611,55827,703,Salaried,31,0,Married,20.10353538629298,0
42,86883,65329,635,Self-Employed,16,2,Divorced,73.87621818153026,1
47,37019,38105,674,Self-Employed,5,2,Divorced,66.53903040114051,1
26,32022,12685,572,Salaried,0,0,Single,79.54956479029354,1
38,59560,39077,587,Salaried,4,4,Divorced,90.43685152501676,1
37,117758,62715,626,Self-Employed,16,1,Married,82.53177825087228,1
36,28222,3489,479,Salaried,16,3,Married,74.04028452805376,1
36,90967,33963,633,Self-Employed,12,4,Married,62.691831359712836,1
29,52482,32191,588,Salaried,5,2,Married,83.93551299793246,1
54,52531,18518,662,Self-Employed,6,1,Married,45.6534773251944,0
59,124633,9193,680,Salaried,21,3,Single,23.583353135081516,0
34,75657,46784,497,Self-Employed,4,3,Married,100.0,1
54,72760,30079,590,Salaried,5,3,Married,91.12033513614668,1
65,107833,8520,641,Salaried,13,0,Single,5.00981690430584,0
56,135223,22841,694,Self-Employed,15,0,Divorced,23.586604571218274,0
45,88322,52679,700,Salaried,2,1,Married,59.26233922899317,1
58,81361,17609,659,Salaried,8,2,Married,34.58125081573381,0
52,125901,47526,653,Salaried,20,1,Single,43.168578051315606,0
64,149926,58592,690,Salaried,29,2,Married,26.500761493392844,0
23,5613,2081,464,Student,0,4,Single,100.0,1
35,120349,84647,616,Self-Employed,11,3,Single,76.20120585451723,1
31,72421,48887,539,Salaried,9,3,Married,98.17267754739137,1
52,153601,90211,717,Self-Employed,31,0,Married,50.8134843300383,0
61,142301,64505,636,Salaried,22,4,Married,59.492716311270875,1
20,2321,2200,483,Student,0,4,Single,100.0,1
24,12316,8385,556,Salaried,0,2,Married,93.98960768518012,1
58,56328,6254,500,Salaried,2,4,Single,67.88500024278038,1
30,44660,10090,568,Salaried,8,0,Divorced,52.63686754240031,0
35,68818,23871,624,Salaried,4,2,Married,48.25614145535025,0
54,72422,69699,641,Salaried,6,1,Married,72.14018101716823,1
30,44676,23789,554,Salaried,2,2,Single,68.65140412972005,1
53,99414,23793,655,Self-Employed,2,1,Single,62.467996757236286,1
48,154900,107686,656,Salaried,22,2,Divorced,60.419258407379786,1
19,1271,5554,367,Unemployed,0,3,Single,100.0,1
33,43754,24731,681,Salaried,3,1,Married,50.02128762834441,0
26,53357,31791,618,Self-Employed,6,0,Married,58.991691069045096,1
19,4451,1182,539,Student,0,1,Single,100.0,1
55,87080,74534,666,Self-Employed,13,1,Married,69.35357265186147,1
22,12840,1234,567,Student,0,2,Married,85.93817542531828,1
39,41832,39673,592,Self-Employed,1,3,Single,100.0,1
50,156022,106093,668,Salaried,30,2,Single,56.909709157009274,1
53,150137,73016,633,Self-Employed,21,2,Single,59.04035932076647,1
62,56611,38136,660,Salaried,9,3,Divorced,42.51563684553827,0
40,87794,80135,618,Salaried,19,2,Married,64.95807965802496,1
62,154761,39432,690,Salaried,29,3,Single,54.33227582698714,0
62,223856,210520,717,Self-Employed,32,0,Single,52.02706982553597,0
51,103085,71461,645,Salaried,18,3,Married,64.73689098174633,1
26,46998,20302,456,Salaried,5,4,Married,100.0,1
41,149160,23776,611,Salaried,21,3,Married,45.96028997284615,0
25,651,6738,461,Unemployed,0,3,Single,100.0,1
24,36229,10713,588,Salaried,0,4,Single,100.0,1
53,101804,96751,648,Salaried,16,3,Married,87.4880069695406,1
35,78348,68315,692,Salaried,13,1,Divorced,48.97153135389383,0
20,1801,4135,494,Unemployed,0,2,Single,100.0,1
45,592,5176,460,Unemployed,12,2,Married,100.0,1
23,14054,12268,546,Self-Employed,0,0,Married,95.4459746966366,1
24,4421,9523,605,Student,0,0,Married,99.26070247446721,1
61,55193,28852,532,Salaried,1,4,Single,100.0,1
38,1598,1352,456,Unemployed,7,1,Married,100.0,1
45,117134,71431,646,Salaried,23,0,Married,55.55421822487073,1
57,94740,79070,657,Salaried,5,2,Married,66.15808474286226,1
18,19420,17503,555,Salaried,0,0,Single,100.0,1
53,139186,14352,772,Salaried,24,0,Single,0.0,0
38,54480,18777,586,Self-Employed,2,3,Single,88.75900669752419,1
60,119497,47768,723,Salaried,17,0,Married,10.107006004129538,0
52,2705,9436,490,Unemployed,17,4,Single,100.0,1
30,37890,7949,597,Salaried,5,2,Married,59.61247302337183,1
66,80001,67547,627,Salaried,2,4,Single,91.11821302520653,1
27,30608,13367,475,Salaried,7,4,Married,100.0,1
61,113883,59027,744,Self-Employed,4,1,Married,29.783878795035996,0
64,150248,24691,692,Self-Employed,23,3,Single,30.85795356376948,0
27,70893,44021,518,Salaried,5,4,Single,100.0,1
63,165326,53688,756,Salaried,33,1,Single,0.0,0
30,45757,38773,515,Salaried,6,2,Married,100.0,1
54,165153,37911,721,Self-Employed,23,2,Married,14.49251651031988,0
55,3302,2044,565,Unemployed,27,1,Single,98.07869452662602,1
41,91454,60174,472,Salaried,15,4,Married,100.0,1
18,10511,3464,556,Student,0,4,Single,100.0,1
39,49765,2000,507,Salaried,1,3,Single,87.9771313291881,1
34,45103,26340,581,Salaried,3,3,Single,100.0,1
53,3896,6105,588,Unemployed,6,2,Divorced,100.0,1
31,28911,6055,424,Salaried,1,3,Single,100.0,1
27,27282,7496,595,Salaried,5,1,Single,75.45549476377519,1
52,160415,84601,717,Salaried,27,2,Single,43.8780251676312,0
42,78229,23037,613,Salaried,6,4,Single,57.16349869594698,1
20,43919,16509,614,Self-Employed,0,2,Married,77.05314072421595,1
64,154585,19743,783,Self-Employed,33,0,Single,0.0,0
20,2652,8898,499,Student,0,2,Single,100.0,1
34,65855,7885,589,Salaried,8,3,Married,73.86698379898851,1
29,78431,28680,709,Salaried,3,1,Single,36.66900227050492,0
69,145085,62907,700,Salaried,13,4,Married,39.17880504463072,0
41,62250,46469,521,Salaried,4,4,Married,100.0,1
46,1663,1268,535,Unemployed,24,3,Single,100.0,1
60,85387,48245,680,Self-Employed,7,3,Married,54.87188460730714,0
42,73132,5412,545,Salaried,14,3,Single,57.60101955427945,1
20,12779,9015,569,Student,0,0,Married,100.0,1
43,120994,40703,652,Self-Employed,18,1,Married,44.24654042639809,0
55,86859,48331,729,Salaried,10,0,Single,22.499489301350735,0
18,37962,24538,509,Self-Employed,0,3,Married,100.0,1
37,74141,79618,599,Salaried,3,1,Divorced,100.0,1
45,98927,36722,653,Salaried,17,3,Divorced,57.16884261907014,1
33,77929,30792,570,Salaried,13,1,Married,75.23061155042647,1
64,148414,129885,646,Salaried,24,4,Married,63.4648640791542,1
34,37875,18011,593,Salaried,1,0,Single,92.5587508990809,1
57,27489,20131,629,Salaried,0,3,Single,85.13369180585013,1
45,62398,8605,555,Salaried,7,3,Married,73.36473199568043,1
29,55984,40711,581,Self-Employed,0,2,Single,100.0,1
44,3474,2478,353,Unemployed,0,4,Divorced,100.0,1
59,168738,29399,667,Self-Employed,20,3,Single,34.863458085237475,0
64,153682,89113,733,Salaried,24,0,Single,17.695731993237082,0
47,147446,136986,615,Salaried,26,4,Single,72.72224124435118,1
58,90008,20734,677,Salaried,9,3,Married,44.509985121999144,0
51,144495,66587,743,Salaried,17,0,Married,20.485290153872466,0
54,72057,30771,645,Salaried,11,2,Married,49.05764819091418,0
23,78539,46313,551,Self-Employed,3,2,Single,100.0,1
24,12000,2000,692,Self-Employed,0,0,Married,47.646653215224525,0
49,96097,34261,501,Self-Employed,0,4,Single,100.0,1
49,79589,22344,620,Salaried,7,0,Divorced,41.58174528246033,0
42,99090,33135,641,Salaried,9,0,Married,28.646433726312786,0
50,165403,133270,685,Self-Employed,25,2,Single,53.49035872185699,0
24,12000,2178,548,Salaried,1,2,Married,76.35895005422414,1
69,64230,27975,611,Salaried,1,2,Married,77.54566358098843,1
29,22001,3908,542,Salaried,2,3,Single,67.98760035005168,1
33,62906,35382,617,Salaried,1,3,Divorced,100.0,1
33,66508,10145,619,Salaried,5,1,Married,33.09368517239359,0
60,172385,42658,614,Self-Employed,30,3,Single,59.40073345596289,1
24,9740,1892,470,Student,0,4,Single,100.0,1
30,45912,46834,488,Salaried,5,4,Married,100.0,1
24,30094,35996,494,Salaried,2,2,Married,100.0,1
53,156339,85666,728,Self-Employed,27,0,Married,34.64424174967953,0
64,106976,57256,622,Salaried,14,2,Married,48.443999216702,0
68,119932,92460,712,Salaried,18,0,Married,34.851806084984446,0
26,40743,37968,585,Salaried,3,2,Divorced,82.22464637594399,1
49,116518,24489,660,Salaried,17,2,Married,20.007675901501223,0
28,12000,5057,556,Self-Employed,1,4,Married,100.0,1
25,59947,38441,549,Self-Employed,2,0,Single,87.96036948543633,1
50,78213,16925,640,Salaried,11,1,Single,25.332634176318614,0
40,65876,38941,673,Salaried,4,1,Single,57.159864981517714,1
42,51653,29067,521,Salaried,5,2,Married,73.24894634016495,1
25,41299,28286,557,Salaried,0,2,Divorced,89.94659856738546,1
62,1685,1296,496,Unemployed,20,4,Single,100.0,1
39,19675,17698,573,Self-Employed,9,0,Single,100.0,1
21,23224,16521,518,Salaried,1,2,Divorced,99.57620588366929,1
57,79522,8646,607,Self-Employed,8,1,Single,43.58720770480265,0
20,23192,8287,609,Self-Employed,0,0,Married,58.12758379315564,1
46,86562,85940,511,Self-Employed,11,2,Married,88.31978622859032,1
58,110207,42107,671,Salaried,9,0,Married,9.433942549243298,0
46,148501,41694,578,Salaried,26,4,Single,70.73085690773311,1
51,125850,47832,720,Self-Employed,13,1,Single,28.135000001508416,0
51,66106,43746,598,Salaried,4,0,Married,75.61101201668053,1
45,756,5187,594,Unemployed,0,1,Divorced,100.0,1
30,18615,3400,592,Self-Employed,4,2,Married,58.83497805730422,1
32,30,4995,513,Unemployed,4,3,Single,100.0,1
40,75948,46662,639,Salaried,4,0,Married,40.80801701439719,0
22,13647,7944,530,Student,0,1,Divorced,100.0,1
43,69899,72777,624,Salaried,17,0,Married,59.889570024840914,1
21,242,8091,500,Unemployed,0,2,Divorced,100.0,1
43,46369,16792,579,Salaried,5,2,Single,85.72323384120804,1
57,96610,32201,635,Salaried,17,1,Single,34.478225038551216,0
26,12000,2085,483,Self-Employed,3,4,Married,78.22003497127005,1
22,33622,16737,622,Salaried,1,0,Married,65.24380146692661,1
49,96587,49023,627,Salaried,14,0,Single,49.655268748682126,0
37,1431,7597,456,Unemployed,10,2,Single,100.0,1
67,165936,49166,813,Salaried,25,0,Married,0.0,0
28,45328,27685,556,Self-Employed,2,1,Single,86.8299217292162,1
32,97852,36512,649,Salaried,8,3,Single,76.08544802596822,1
49,102531,28570,614,Self-Employed,12,2,Married,57.91818062013832,1
45,112635,24185,552,Self-Employed,19,3,Married,94.00141360572243,1
39,12000,2000,680,Salaried,2,0,Married,9.974217064499989,0
58,92908,18740,674,Salaried,15,4,Single,40.60158429904611,0
34,56804,32354,586,Salaried,6,1,Married,64.46170165065061,1
43,84897,71915,717,Salaried,11,0,Married,41.675769444749896,0
61,162546,39809,721,Salaried,28,1,Married,0.5887130248084409,0
24,54002,10959,628,Self-Employed,0,0,Married,67.98952739374988,1
59,44214,20359,682,Salaried,0,0,Single,50.92294499230178,0
43,115601,33531,687,Salaried,20,0,Single,18.630386074938514,0
42,61292,47337,607,Self-Employed,7,2,Single,65.97956800011707,1
27,35624,8098,540,Salaried,5,3,Single,79.04492596242409,1
62,155622,113299,613,Salaried,31,4,Married,69.14583413029581,1
36,79013,26138,547,Salaried,9,3,Married,77.83660847142943,1
28,12000,2000,475,Salaried,2,3,Married,100.0,1
30,17723,2331,498,Self-Employed,7,1,Married,87.49912866765088,1
25,121779,51404,609,Self-Employed,2,2,Single,86.90400989194583,1
57,165232,49263,649,Salaried,34,2,Married,23.41893708107891,0
21,52932,36257,542,Salaried,1,0,Single,99.72562590776957,1
64,144830,125195,623,Salaried,24,3,Single,81.06036391065703,1
48,107076,31732,565,Salaried,19,4,Single,78.8789947697644,1
22,14836,2565,525,Student,0,1,Married,80.39480792150519,1
28,53357,19601,639,Salaried,3,2,Divorced,52.53958888860067,0
60,110820,121207,682,Salaried,16,0,Single,37.11151629064565,0
18,41668,11593,570,Salaried,0,4,Single,100.0,1
66,188276,139190,656,Self-Employed,22,3,Married,74.3049134144097,1
64,144039,34121,657,Self-Employed,24,4,Single,55.44839103030514,1
69,159675,49186,657,Self-Employed,30,2,Married,63.253016319970975,1
23,4569,5027,622,Student,0,1,Married,100.0,1
41,70341,33198,636,Salaried,2,3,Divorced,82.23521951170788,1
64,72218,23683,701,Salaried,3,1,Married,34.414749296864215,0
48,91010,82428,668,Salaried,7,4,Married,72.6534285698902,1
58,128605,130966,656,Self-Employed,19,4,Married,94.11338697430699,1
63,79509,39037,714,Self-Employed,0,0,Married,66.90576808236683,1
67,139000,51856,600,Salaried,25,3,Married,36.50624643306978,0
43,38034,2000,434,Self-Employed,1,4,Single,100.0,1
66,108749,120085,609,Self-Employed,9,2,Married,84.1830825402101,1
24,13386,1245,451,Student,0,2,Married,100.0,1
22,63589,62955,563,Salaried,2,1,Married,88.98085449144773,1
37,121668,82540,680,Self-Employed,16,2,Married,47.582741156419196,0
69,167640,32406,609,Salaried,23,4,Married,34.742798402399465,0
58,121109,141033,641,Self-Employed,12,2,Single,70.25166165539817,1
22,13102,7666,501,Student,0,3,Married,100.0,1
50,165061,49806,706,Salaried,25,1,Married,19.44799981393026,0
67,217101,147601,671,Self-Employed,26,3,Divorced,64.24799240389547,1
55,183585,58852,699,Self-Employed,30,4,Divorced,56.165294700845905,1
44,76858,63761,566,Salaried,10,4,Single,100.0,1
51,66170,26306,626,Salaried,9,2,Married,35.00770358594178,0
32,39022,15175,735,Salaried,6,0,Single,5.746205903634008,0
49,2553,1608,646,Unemployed,9,0,Single,67.71221266009331,1
38,12701,10388,518,Self-Employed,0,4,Married,100.0,1
63,95656,55381,629,Salaried,13,4,Single,52.12333418686946,0
22,33414,36587,539,Salaried,2,1,Married,100.0,1
23,34458,15662,414,Salaried,0,4,Single,100.0,1
55,177685,7732,672,Salaried,33,4,Single,41.34126210233417,0
39,107918,127784,603,Salaried,16,1,Married,67.94779171896317,1
35,64614,64426,594,Salaried,4,3,Married,97.70846083506763,1
31,52792,48692,652,Salaried,2,3,Divorced,88.41515723834706,1
27,29205,9893,501,Salaried,1,1,Married,85.00757529548487,1
63,101341,82880,580,Self-Employed,14,1,Married,92.4878330894855,1
25,7586,5042,458,Student,0,3,Single,100.0,1
48,72455,18952,629,Self-Employed,5,3,Single,82.10818782517235,1
47,158123,34711,699,Self-Employed,25,3,Single,41.57616697237528,0
20,12000,2135,551,Salaried,0,3,Married,86.37160922159171,1
47,40085,11143,610,Salaried,8,2,Married,56.31019387503887,1
